timestamp,materialId,materialName,siteId,siteName,stockLevel,consumption,hourOfDay,dayOfWeek,weather,projectType,siteActivityLevel,daysUntilOutOfStock
2024-01-10T11:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,66,11,3,snowy,residential,high,0
2024-01-10T12:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,33,12,3,stormy,commercial,medium,0
2024-01-10T13:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,137,13,3,windy,residential,high,0
2024-01-10T14:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,18,14,3,windy,commercial,high,0
2024-01-10T15:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,119,15,3,sunny,residential,high,0
2024-01-10T16:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,63,16,3,stormy,commercial,high,0
2024-01-10T17:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,6,17,3,cloudy,industrial,medium,0
2024-01-10T18:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,4,18,3,stormy,industrial,low,0
2024-01-10T19:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,19,3,cloudy,residential,low,999
2024-01-10T20:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,5,20,3,rainy,commercial,low,0
2024-01-10T21:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,5,21,3,sunny,commercial,low,0
2024-01-10T22:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,4,22,3,snowy,commercial,low,0
2024-01-10T23:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,23,3,sunny,industrial,low,999
2024-01-11T00:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,0,0,4,windy,residential,low,999
2024-01-11T01:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,0,1,4,snowy,residential,low,999
2024-01-11T02:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,0,2,4,stormy,residential,low,999
2024-01-11T03:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,0,0,3,4,cloudy,commercial,low,999
2024-01-11T04:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,4,4,sunny,commercial,low,999
2024-01-11T05:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,2,5,4,stormy,residential,low,0
2024-01-11T06:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,6,4,windy,industrial,low,999
2024-01-11T07:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,11,7,4,sunny,commercial,medium,0
2024-01-11T08:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,172,8,4,snowy,industrial,high,0
2024-01-11T09:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,25,9,4,sunny,residential,high,0
2024-01-11T10:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,13,10,4,sunny,commercial,high,0
2024-01-11T11:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,17,11,4,snowy,industrial,high,0
2024-01-11T12:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,30,12,4,stormy,residential,medium,0
2024-01-11T13:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,14,13,4,snowy,residential,high,0
2024-01-11T14:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,30,14,4,snowy,residential,high,0
2024-01-11T15:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,18,15,4,rainy,residential,high,0
2024-01-11T16:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,23,16,4,rainy,residential,high,0
2024-01-11T17:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,6,17,4,snowy,residential,medium,0
2024-01-11T18:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,3,18,4,snowy,commercial,low,0
2024-01-11T19:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,4,19,4,cloudy,commercial,low,0
2024-01-11T20:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,0,20,4,snowy,commercial,low,999
2024-01-11T21:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,0,21,4,cloudy,commercial,low,999
2024-01-11T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,22,4,stormy,industrial,low,999
2024-01-11T23:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,2,23,4,sunny,commercial,low,0
2024-01-12T00:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,0,0,5,windy,commercial,low,999
2024-01-12T01:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,5,1,5,cloudy,residential,low,0
2024-01-12T02:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,0,2,5,stormy,residential,low,999
2024-01-12T03:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,1,3,5,snowy,residential,low,0
2024-01-12T04:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,4,5,cloudy,commercial,low,999
2024-01-12T05:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,5,5,sunny,residential,low,999
2024-01-12T06:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,0,6,5,stormy,commercial,low,999
2024-01-12T07:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,32,7,5,sunny,industrial,medium,0
2024-01-12T08:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,18,8,5,snowy,commercial,high,0
2024-01-12T09:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,18,9,5,windy,commercial,high,0
2024-01-12T10:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,20,10,5,stormy,residential,high,0
2024-01-12T11:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,0,23,11,5,stormy,industrial,high,0
2024-01-12T12:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,0,11,12,5,sunny,commercial,medium,0
2024-01-12T13:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,16,13,5,cloudy,residential,high,0
2024-01-12T14:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,12,14,5,rainy,residential,high,0
2024-01-12T15:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,40,15,5,stormy,industrial,high,0
2024-01-12T16:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,22,16,5,stormy,residential,high,0
2024-01-12T17:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,10,17,5,windy,industrial,medium,0
2024-01-12T18:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,1,18,5,sunny,residential,low,0
2024-01-12T19:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,19,5,sunny,residential,low,999
2024-01-12T20:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,5,20,5,sunny,residential,low,0
2024-01-12T21:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,21,5,stormy,industrial,low,999
2024-01-12T22:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,22,5,stormy,commercial,low,999
2024-01-12T23:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,0,0,23,5,rainy,commercial,low,999
2024-01-13T00:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,5,0,6,windy,commercial,low,0
2024-01-13T01:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,0,1,6,cloudy,industrial,low,999
2024-01-13T02:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,4,2,6,stormy,residential,low,0
2024-01-13T03:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,1,3,6,windy,residential,low,0
2024-01-13T04:00:00Z,MAT003,Briques rouges,SITE005,Chantier Centre,0,0,4,6,snowy,commercial,low,999
2024-01-13T05:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,4,5,6,stormy,commercial,low,0
2024-01-13T06:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,5,6,6,cloudy,residential,low,0
2024-01-13T07:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,3,7,6,stormy,commercial,medium,0
2024-01-13T08:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,45,8,6,stormy,industrial,high,0
2024-01-13T09:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,65,9,6,snowy,residential,high,0
2024-01-13T10:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,63,10,6,stormy,commercial,high,0
2024-01-13T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,33,11,6,cloudy,commercial,high,0
2024-01-13T12:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,6,12,6,stormy,industrial,medium,0
2024-01-13T13:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,17,13,6,snowy,commercial,high,0
2024-01-13T14:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,16,14,6,rainy,residential,high,0
2024-01-13T15:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,16,15,6,cloudy,residential,high,0
2024-01-13T16:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,11,16,6,cloudy,residential,high,0
2024-01-13T17:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,2,17,6,windy,industrial,medium,0
2024-01-13T18:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,4,18,6,snowy,commercial,low,0
2024-01-13T19:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,0,0,19,6,sunny,commercial,low,999
2024-01-13T20:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,0,20,6,stormy,residential,low,999
2024-01-13T21:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,4,21,6,rainy,residential,low,0
2024-01-13T22:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,5,22,6,sunny,residential,low,0
2024-01-13T23:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,2,23,6,snowy,residential,low,0
2024-01-14T00:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,5,0,7,sunny,commercial,low,0
2024-01-14T01:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,1,7,rainy,residential,low,999
2024-01-14T02:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,2,7,snowy,residential,low,999
2024-01-14T03:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,3,3,7,snowy,commercial,low,0
2024-01-14T04:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,2,4,7,sunny,residential,low,0
2024-01-14T05:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,5,5,7,cloudy,residential,low,0
2024-01-14T06:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,1,6,7,snowy,commercial,low,0
2024-01-14T07:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,0,10,7,7,cloudy,commercial,medium,0
2024-01-14T08:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,42,8,7,snowy,commercial,high,0
2024-01-14T09:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,16,9,7,snowy,residential,high,0
2024-01-14T10:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,36,10,7,windy,industrial,high,0
2024-01-14T11:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,11,11,7,sunny,residential,high,0
2024-01-14T12:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,16,12,7,windy,industrial,medium,0
2024-01-14T13:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,115,13,7,sunny,industrial,high,0
2024-01-14T14:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,0,40,14,7,snowy,residential,high,0
2024-01-14T15:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,175,15,7,stormy,residential,high,0
2024-01-14T16:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,20,16,7,cloudy,commercial,high,0
2024-01-14T17:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,49,17,7,stormy,commercial,medium,0
2024-01-14T18:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,18,7,cloudy,industrial,low,999
2024-01-14T19:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,0,19,7,cloudy,residential,low,999
2024-01-14T20:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,20,7,sunny,residential,low,999
2024-01-14T21:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,0,21,7,cloudy,commercial,low,999
2024-01-14T22:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,22,7,stormy,industrial,low,999
2024-01-14T23:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,0,23,7,rainy,residential,low,999
2024-01-15T00:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,5,0,1,rainy,commercial,low,0
2024-01-15T01:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,4,1,1,sunny,commercial,low,0
2024-01-15T02:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,0,2,2,1,rainy,commercial,low,0
2024-01-15T03:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,0,3,1,sunny,residential,low,999
2024-01-15T04:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,0,0,4,1,sunny,commercial,low,999
2024-01-15T05:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,2,5,1,snowy,industrial,low,0
2024-01-15T06:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,0,6,1,rainy,residential,low,999
2024-01-15T07:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,4,7,1,sunny,commercial,medium,0
2024-01-15T08:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,118,8,1,stormy,residential,high,0
2024-01-15T09:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,48,9,1,sunny,commercial,high,0
2024-01-15T10:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,17,10,1,snowy,commercial,high,0
2024-01-15T11:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,0,23,11,1,snowy,commercial,high,0
2024-01-15T12:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,32,12,1,stormy,residential,medium,0
2024-01-15T13:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,17,13,1,snowy,residential,high,0
2024-01-15T14:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,136,14,1,cloudy,residential,high,0
2024-01-15T15:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,9,15,1,windy,residential,high,0
2024-01-15T16:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,50,16,1,sunny,residential,high,0
2024-01-15T17:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,1,17,1,stormy,commercial,medium,0
2024-01-15T18:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,18,1,sunny,commercial,low,999
2024-01-15T19:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,4,19,1,snowy,commercial,low,0
2024-01-15T20:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,0,20,1,cloudy,residential,low,999
2024-01-15T21:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,0,1,21,1,cloudy,residential,low,0
2024-01-15T22:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,2,22,1,windy,commercial,low,0
2024-01-15T23:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,23,1,rainy,residential,low,999
2024-01-16T00:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,0,0,2,snowy,industrial,low,999
2024-01-16T01:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,4,1,2,windy,commercial,low,0
2024-01-16T02:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,1,2,2,windy,residential,low,0
2024-01-16T03:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,0,3,2,snowy,residential,low,999
2024-01-16T04:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,1,4,2,sunny,residential,low,0
2024-01-16T05:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,2,5,2,cloudy,commercial,low,0
2024-01-16T06:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,6,2,windy,commercial,low,999
2024-01-16T07:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,0,4,7,2,windy,commercial,medium,0
2024-01-16T08:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,15,8,2,rainy,residential,high,0
2024-01-16T09:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,112,9,2,snowy,residential,high,0
2024-01-16T10:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,30,10,2,cloudy,residential,high,0
2024-01-16T11:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,20,11,2,sunny,industrial,high,0
2024-01-16T12:00:00Z,MAT001,Ciment Portland,SITE002,Chantier Sud,0,17,12,2,sunny,commercial,medium,0
2024-01-16T13:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,22,13,2,windy,industrial,high,0
2024-01-16T14:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,168,14,2,snowy,commercial,high,0
2024-01-16T15:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,19,15,2,sunny,residential,high,0
2024-01-16T16:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,12,16,2,cloudy,residential,high,0
2024-01-16T17:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,8,17,2,snowy,industrial,medium,0
2024-01-16T18:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,18,2,rainy,residential,low,999
2024-01-16T19:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,0,19,2,windy,commercial,low,999
2024-01-16T20:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,0,2,20,2,cloudy,industrial,low,0
2024-01-16T21:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,21,2,sunny,industrial,low,999
2024-01-16T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,0,3,22,2,snowy,residential,low,0
2024-01-16T23:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,0,5,23,2,sunny,commercial,low,0
2024-01-17T00:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,3,stormy,residential,low,999
2024-01-17T01:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,0,1,3,snowy,industrial,low,999
2024-01-17T02:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,0,3,2,3,snowy,commercial,low,0
2024-01-17T03:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,2,3,3,sunny,industrial,low,0
2024-01-17T04:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,4,3,cloudy,industrial,low,999
2024-01-17T05:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,5,5,3,cloudy,residential,low,0
2024-01-17T06:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,6,3,sunny,commercial,low,999
2024-01-17T07:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,31,7,3,rainy,residential,medium,0
2024-01-17T08:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,0,43,8,3,sunny,industrial,high,0
2024-01-17T09:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,0,10,9,3,sunny,commercial,high,0
2024-01-17T10:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,0,14,10,3,windy,commercial,high,0
2024-01-17T11:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,33,11,3,windy,residential,high,0
2024-01-17T12:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,89,12,3,stormy,commercial,medium,0
2024-01-17T13:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,21,13,3,rainy,residential,high,0
2024-01-17T14:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,0,30,14,3,sunny,commercial,high,0
2024-01-17T15:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,40,15,3,snowy,industrial,high,0
2024-01-17T16:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,68,16,3,stormy,residential,high,0
2024-01-17T17:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,4,17,3,stormy,commercial,medium,0
2024-01-17T18:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,1,18,3,stormy,residential,low,0
2024-01-17T19:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,5,19,3,snowy,residential,low,0
2024-01-17T20:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,0,5,20,3,snowy,industrial,low,0
2024-01-17T21:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,21,3,windy,residential,low,999
2024-01-17T22:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,22,3,stormy,residential,low,999
2024-01-17T23:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,23,3,stormy,commercial,low,999
2024-01-18T00:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,5,0,4,stormy,industrial,low,0
2024-01-18T01:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,3,1,4,windy,industrial,low,0
2024-01-18T02:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,5,2,4,windy,residential,low,0
2024-01-18T03:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,0,3,4,stormy,residential,low,999
2024-01-18T04:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,0,4,4,cloudy,commercial,low,999
2024-01-18T05:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,5,4,cloudy,residential,low,999
2024-01-18T06:00:00Z,MAT001,Ciment Portland,SITE002,Chantier Sud,0,5,6,4,sunny,commercial,low,0
2024-01-18T07:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,0,3,7,4,stormy,industrial,medium,0
2024-01-18T08:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,182,8,4,stormy,residential,high,0
2024-01-18T09:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,9,9,4,sunny,commercial,high,0
2024-01-18T10:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,39,10,4,snowy,residential,high,0
2024-01-18T11:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,37,11,4,stormy,residential,high,0
2024-01-18T12:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,12,12,4,rainy,residential,medium,0
2024-01-18T13:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,65,13,4,stormy,residential,high,0
2024-01-18T14:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,179,14,4,stormy,commercial,high,0
2024-01-18T15:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,22,15,4,stormy,industrial,high,0
2024-01-18T16:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,18,16,4,stormy,industrial,high,0
2024-01-18T17:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,21,17,4,sunny,commercial,medium,0
2024-01-18T18:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,2,18,4,rainy,residential,low,0
2024-01-18T19:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,0,19,4,rainy,industrial,low,999
2024-01-18T20:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,20,4,cloudy,commercial,low,999
2024-01-18T21:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,0,0,21,4,windy,industrial,low,999
2024-01-18T22:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,1,22,4,sunny,commercial,low,0
2024-01-18T23:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,0,23,4,sunny,residential,low,999
2024-01-19T00:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,1,0,5,windy,residential,low,0
2024-01-19T01:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,0,0,1,5,snowy,residential,low,999
2024-01-19T02:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,5,2,5,snowy,industrial,low,0
2024-01-19T03:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,5,3,5,rainy,residential,low,0
2024-01-19T04:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,4,4,5,stormy,residential,low,0
2024-01-19T05:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,0,5,5,rainy,residential,low,999
2024-01-19T06:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,0,6,5,windy,industrial,low,999
2024-01-19T07:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,0,7,5,snowy,commercial,medium,999
2024-01-19T08:00:00Z,MAT003,Briques rouges,SITE005,Chantier Centre,0,166,8,5,snowy,commercial,high,0
2024-01-19T09:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,26,9,5,cloudy,residential,high,0
2024-01-19T10:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,0,11,10,5,sunny,industrial,high,0
2024-01-19T11:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,102,11,5,rainy,commercial,high,0
2024-01-19T12:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,13,12,5,cloudy,residential,medium,0
2024-01-19T13:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,82,13,5,sunny,residential,high,0
2024-01-19T14:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,0,32,14,5,cloudy,industrial,high,0
2024-01-19T15:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,35,15,5,windy,residential,high,0
2024-01-19T16:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,15,16,5,cloudy,industrial,high,0
2024-01-19T17:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,32,17,5,rainy,industrial,medium,0
2024-01-19T18:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,0,0,18,5,windy,industrial,low,999
2024-01-19T19:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,5,19,5,snowy,residential,low,0
2024-01-19T20:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,4,20,5,cloudy,commercial,low,0
2024-01-19T21:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,21,5,stormy,residential,low,999
2024-01-19T22:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,22,5,sunny,commercial,low,999
2024-01-19T23:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,23,5,snowy,residential,low,999
2024-01-20T00:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,0,6,windy,commercial,low,999
2024-01-20T01:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,1,6,snowy,residential,low,999
