timestamp,materialId,materialName,siteId,siteName,expectedConsumption,actualConsumption,deviation,hourOfDay,dayOfWeek,weather,projectType,siteActivityLevel,isAnomaly,anomalyType,anomalySeverity
2024-01-08T23:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,0,0,23,1,rainy,industrial,low,1,WASTE,MEDIUM
2024-01-09T00:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,0,2,cloudy,residential,low,0,NONE,NONE
2024-01-09T01:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,0,0,1,2,rainy,residential,low,0,NONE,NONE
2024-01-09T02:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,2,2,cloudy,residential,low,0,NONE,NONE
2024-01-09T03:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,0,0,3,2,rainy,commercial,low,0,NONE,NONE
2024-01-09T04:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,0,0,4,2,rainy,residential,low,1,THEFT,HIGH
2024-01-09T05:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,0,0,0,5,2,stormy,industrial,low,0,NONE,NONE
2024-01-09T06:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,0,0,6,2,snowy,commercial,low,0,NONE,NONE
2024-01-09T07:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,33,30,-9.09,7,2,snowy,commercial,medium,0,NONE,NONE
2024-01-09T08:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,120,302,151.67,8,2,stormy,commercial,high,1,THEFT,HIGH
2024-01-09T09:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,39,39,0.0,9,2,snowy,commercial,high,0,NONE,NONE
2024-01-09T10:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,88,88,0.0,10,2,windy,commercial,high,0,NONE,NONE
2024-01-09T11:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,37,109,194.59,11,2,stormy,industrial,high,1,THEFT,HIGH
2024-01-09T12:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,15,16,6.67,12,2,sunny,commercial,medium,0,NONE,NONE
2024-01-09T13:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,15,35,133.33,13,2,windy,commercial,high,1,THEFT,HIGH
2024-01-09T14:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,30,43,43.33,14,2,windy,commercial,high,1,WASTE,LOW
2024-01-09T15:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,22,20,-9.09,15,2,stormy,residential,high,0,NONE,NONE
2024-01-09T16:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,80,86,7.5,16,2,sunny,commercial,high,0,NONE,NONE
2024-01-09T17:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,3,6,100.0,17,2,cloudy,residential,medium,1,THEFT,HIGH
2024-01-09T18:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,0,18,2,windy,residential,low,0,NONE,NONE
2024-01-09T19:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,0,19,2,windy,residential,low,1,OVER_CONSUMPTION,LOW
2024-01-09T20:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,0,0,20,2,sunny,residential,low,0,NONE,NONE
2024-01-09T21:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,0,0,21,2,snowy,residential,low,0,NONE,NONE
2024-01-09T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,22,2,sunny,industrial,low,1,OVER_CONSUMPTION,LOW
2024-01-09T23:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,0,0,23,2,cloudy,industrial,low,0,NONE,NONE
2024-01-10T00:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,0,0,0,3,stormy,commercial,low,0,NONE,NONE
2024-01-10T01:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,0,1,3,cloudy,residential,low,0,NONE,NONE
2024-01-10T02:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,0,0,0,2,3,cloudy,commercial,low,1,THEFT,HIGH
2024-01-10T03:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,0,3,3,snowy,commercial,low,1,THEFT,HIGH
2024-01-10T04:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,0,0,4,3,sunny,residential,low,1,WASTE,MEDIUM
2024-01-10T05:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,0,0,0,5,3,windy,commercial,low,0,NONE,NONE
2024-01-10T06:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,0,0,6,3,rainy,residential,low,1,WASTE,LOW
2024-01-10T07:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,4,5,25.0,7,3,rainy,residential,medium,1,OVER_CONSUMPTION,LOW
2024-01-10T08:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,16,17,6.25,8,3,snowy,residential,high,0,NONE,NONE
2024-01-10T09:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,24,22,-8.33,9,3,stormy,commercial,high,0,NONE,NONE
2024-01-10T10:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,15,20,33.33,10,3,sunny,residential,high,1,OVER_CONSUMPTION,LOW
2024-01-10T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,32,-3.03,11,3,cloudy,industrial,high,0,NONE,NONE
2024-01-10T12:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,18,18,0.0,12,3,rainy,commercial,medium,0,NONE,NONE
2024-01-10T13:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,21,19,-9.52,13,3,snowy,commercial,high,0,NONE,NONE
2024-01-10T14:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,25,35,40.0,14,3,sunny,industrial,high,1,WASTE,LOW
2024-01-10T15:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,21,53,152.38,15,3,snowy,residential,high,1,THEFT,HIGH
2024-01-10T16:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,168,344,104.76,16,3,snowy,residential,high,1,THEFT,HIGH
2024-01-10T17:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,12,12,0.0,17,3,stormy,residential,medium,0,NONE,NONE
2024-01-10T18:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,0,0,18,3,cloudy,commercial,low,1,WASTE,LOW
2024-01-10T19:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,19,3,windy,residential,low,1,OVER_CONSUMPTION,LOW
2024-01-10T20:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,20,3,rainy,commercial,low,0,NONE,NONE
2024-01-10T21:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,0,21,3,sunny,commercial,low,0,NONE,NONE
2024-01-10T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,22,3,snowy,industrial,low,0,NONE,NONE
2024-01-10T23:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,23,3,stormy,industrial,low,0,NONE,NONE
2024-01-11T00:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,0,4,sunny,commercial,low,0,NONE,NONE
2024-01-11T01:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,0,0,0,1,4,cloudy,residential,low,1,THEFT,HIGH
2024-01-11T02:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,0,0,2,4,cloudy,industrial,low,0,NONE,NONE
2024-01-11T03:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,0,0,3,4,snowy,industrial,low,0,NONE,NONE
2024-01-11T04:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,0,4,4,stormy,residential,low,0,NONE,NONE
2024-01-11T05:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,0,0,5,4,sunny,industrial,low,0,NONE,NONE
2024-01-11T06:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,6,4,cloudy,industrial,low,0,NONE,NONE
2024-01-11T07:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,4,4,0.0,7,4,sunny,commercial,medium,0,NONE,NONE
2024-01-11T08:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,21,22,4.76,8,4,snowy,commercial,high,0,NONE,NONE
2024-01-11T09:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,15,19,26.67,9,4,sunny,industrial,high,1,OVER_CONSUMPTION,LOW
2024-01-11T10:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,67,67,0.0,10,4,stormy,commercial,high,0,NONE,NONE
2024-01-11T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,30,32,6.67,11,4,sunny,commercial,high,0,NONE,NONE
2024-01-11T12:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,7,6,-14.29,12,4,sunny,commercial,medium,0,NONE,NONE
2024-01-11T13:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,112,113,0.89,13,4,snowy,commercial,high,0,NONE,NONE
2024-01-11T14:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,39,40,2.56,14,4,snowy,industrial,high,0,NONE,NONE
2024-01-11T15:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,88,92,4.55,15,4,windy,commercial,high,0,NONE,NONE
2024-01-11T16:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,88,86,-2.27,16,4,cloudy,commercial,high,0,NONE,NONE
2024-01-11T17:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,5,6,20.0,17,4,windy,residential,medium,1,OVER_CONSUMPTION,LOW
2024-01-11T18:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,0,0,0,18,4,snowy,industrial,low,0,NONE,NONE
2024-01-11T19:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,0,19,4,sunny,commercial,low,0,NONE,NONE
2024-01-11T20:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,0,0,20,4,snowy,commercial,low,0,NONE,NONE
2024-01-11T21:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,0,21,4,stormy,industrial,low,1,THEFT,HIGH
2024-01-11T22:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,22,4,stormy,industrial,low,0,NONE,NONE
2024-01-11T23:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,0,23,4,rainy,residential,low,0,NONE,NONE
2024-01-12T00:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,0,5,windy,commercial,low,1,OVER_CONSUMPTION,LOW
2024-01-12T01:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,0,1,5,snowy,commercial,low,0,NONE,NONE
2024-01-12T02:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,0,0,2,5,snowy,commercial,low,0,NONE,NONE
2024-01-12T03:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,3,5,rainy,residential,low,0,NONE,NONE
2024-01-12T04:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,0,4,5,windy,commercial,low,0,NONE,NONE
2024-01-12T05:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,0,0,5,5,cloudy,residential,low,1,THEFT,HIGH
2024-01-12T06:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,6,5,stormy,residential,low,0,NONE,NONE
2024-01-12T07:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,3,3,0.0,7,5,windy,residential,medium,0,NONE,NONE
2024-01-12T08:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,39,36,-7.69,8,5,rainy,commercial,high,0,NONE,NONE
2024-01-12T09:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,37,58,56.76,9,5,stormy,residential,high,1,WASTE,MEDIUM
2024-01-12T10:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,37,64,72.97,10,5,stormy,commercial,high,1,THEFT,MEDIUM
2024-01-12T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,33,35,6.06,11,5,windy,residential,high,0,NONE,NONE
2024-01-12T12:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,16,16,0.0,12,5,cloudy,industrial,medium,0,NONE,NONE
2024-01-12T13:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,120,112,-6.67,13,5,sunny,residential,high,0,NONE,NONE
2024-01-12T14:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,18,18,0.0,14,5,stormy,residential,high,0,NONE,NONE
2024-01-12T15:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,28,26,-7.14,15,5,sunny,industrial,high,0,NONE,NONE
2024-01-12T16:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,49,143,191.84,16,5,cloudy,residential,high,1,THEFT,HIGH
2024-01-12T17:00:00Z,MAT007,Parpaings,SITE003,Chantier Est,9,8,-11.11,17,5,cloudy,industrial,medium,0,NONE,NONE
2024-01-12T18:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,0,18,5,rainy,commercial,low,0,NONE,NONE
2024-01-12T19:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,0,0,19,5,cloudy,commercial,low,1,THEFT,HIGH
2024-01-12T20:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,0,20,5,sunny,residential,low,0,NONE,NONE
2024-01-12T21:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,0,21,5,rainy,residential,low,0,NONE,NONE
2024-01-12T22:00:00Z,MAT003,Briques rouges,SITE005,Chantier Centre,0,0,0,22,5,snowy,commercial,low,0,NONE,NONE
2024-01-12T23:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,0,0,23,5,cloudy,residential,low,0,NONE,NONE
2024-01-13T00:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,0,0,0,6,snowy,commercial,low,0,NONE,NONE
2024-01-13T01:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,1,6,rainy,residential,low,0,NONE,NONE
2024-01-13T02:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,0,0,2,6,rainy,commercial,low,0,NONE,NONE
2024-01-13T03:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,3,6,windy,commercial,low,0,NONE,NONE
2024-01-13T04:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,0,0,0,4,6,stormy,residential,low,0,NONE,NONE
2024-01-13T05:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,0,0,5,6,cloudy,commercial,low,0,NONE,NONE
2024-01-13T06:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,0,0,6,6,windy,residential,low,1,WASTE,LOW
2024-01-13T07:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,33,34,3.03,7,6,snowy,commercial,medium,0,NONE,NONE
2024-01-13T08:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,15,14,-6.67,8,6,rainy,commercial,high,0,NONE,NONE
2024-01-13T09:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,21,18,-14.29,9,6,stormy,residential,high,0,NONE,NONE
2024-01-13T10:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,35,6.06,10,6,windy,industrial,high,0,NONE,NONE
2024-01-13T11:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,17,15,-11.76,11,6,windy,residential,high,0,NONE,NONE
2024-01-13T12:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,7,6,-14.29,12,6,rainy,commercial,medium,0,NONE,NONE
2024-01-13T13:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,25,25,0.0,13,6,sunny,residential,high,0,NONE,NONE
2024-01-13T14:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,45,41,-8.89,14,6,stormy,commercial,high,0,NONE,NONE
2024-01-13T15:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,21,22,4.76,15,6,stormy,commercial,high,0,NONE,NONE
2024-01-13T16:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,49,50,2.04,16,6,cloudy,industrial,high,0,NONE,NONE
2024-01-13T17:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,6,6,0.0,17,6,rainy,residential,medium,0,NONE,NONE
2024-01-13T18:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,0,0,18,6,rainy,residential,low,0,NONE,NONE
2024-01-13T19:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,19,6,windy,industrial,low,1,WASTE,MEDIUM
2024-01-13T20:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,0,0,20,6,stormy,commercial,low,0,NONE,NONE
2024-01-13T21:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,0,21,6,stormy,commercial,low,0,NONE,NONE
2024-01-13T22:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,0,0,22,6,cloudy,commercial,low,0,NONE,NONE
2024-01-13T23:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,0,0,23,6,cloudy,residential,low,0,NONE,NONE
2024-01-14T00:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,0,0,0,7,snowy,residential,low,0,NONE,NONE
2024-01-14T01:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,0,1,7,cloudy,commercial,low,0,NONE,NONE
2024-01-14T02:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,0,0,0,2,7,snowy,commercial,low,0,NONE,NONE
2024-01-14T03:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,3,7,windy,residential,low,0,NONE,NONE
2024-01-14T04:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,0,4,7,cloudy,residential,low,0,NONE,NONE
2024-01-14T05:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,0,0,5,7,snowy,residential,low,1,OVER_CONSUMPTION,LOW
2024-01-14T06:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,0,0,6,7,stormy,residential,low,0,NONE,NONE
2024-01-14T07:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,9,9,0.0,7,7,cloudy,residential,medium,0,NONE,NONE
2024-01-14T08:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,13,11,-15.38,8,7,windy,residential,high,0,NONE,NONE
2024-01-14T09:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,15,14,-6.67,9,7,cloudy,residential,high,0,NONE,NONE
2024-01-14T10:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,49,52,6.12,10,7,windy,residential,high,0,NONE,NONE
2024-01-14T11:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,15,16,6.67,11,7,windy,residential,high,0,NONE,NONE
2024-01-14T12:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,7,7,0.0,12,7,windy,commercial,medium,0,NONE,NONE
2024-01-14T13:00:00Z,MAT006,Gravier,SITE003,Chantier Est,80,162,102.5,13,7,sunny,industrial,high,1,THEFT,HIGH
2024-01-14T14:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,18,18,0.0,14,7,rainy,industrial,high,0,NONE,NONE
2024-01-14T15:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,20,21,5.0,15,7,rainy,commercial,high,0,NONE,NONE
2024-01-14T16:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,13,13,0.0,16,7,cloudy,residential,high,0,NONE,NONE
2024-01-14T17:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,3,3,0.0,17,7,windy,industrial,medium,0,NONE,NONE
2024-01-14T18:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,18,7,cloudy,industrial,low,0,NONE,NONE
2024-01-14T19:00:00Z,MAT002,Sable de construction,SITE002,Chantier Sud,0,0,0,19,7,cloudy,commercial,low,1,WASTE,LOW
2024-01-14T20:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,0,0,20,7,cloudy,commercial,low,0,NONE,NONE
2024-01-14T21:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,0,21,7,windy,residential,low,0,NONE,NONE
2024-01-14T22:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,22,7,rainy,residential,low,1,WASTE,MEDIUM
2024-01-14T23:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,0,0,0,23,7,stormy,residential,low,0,NONE,NONE
2024-01-15T00:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,0,0,0,1,sunny,industrial,low,0,NONE,NONE
2024-01-15T01:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,0,1,1,stormy,residential,low,0,NONE,NONE
2024-01-15T02:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,2,1,rainy,residential,low,1,THEFT,MEDIUM
2024-01-15T03:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,0,0,3,1,rainy,commercial,low,0,NONE,NONE
2024-01-15T04:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,4,1,rainy,industrial,low,0,NONE,NONE
2024-01-15T05:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,5,1,sunny,residential,low,0,NONE,NONE
2024-01-15T06:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,0,6,1,sunny,industrial,low,0,NONE,NONE
2024-01-15T07:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,14,13,-7.14,7,1,cloudy,residential,medium,0,NONE,NONE
2024-01-15T08:00:00Z,MAT009,Isolant thermique,SITE004,Chantier Ouest,16,28,75.0,8,1,sunny,residential,high,1,WASTE,MEDIUM
2024-01-15T09:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,132,207,56.82,9,1,cloudy,residential,high,1,WASTE,MEDIUM
2024-01-15T10:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,45,72,60.0,10,1,sunny,residential,high,1,THEFT,MEDIUM
2024-01-15T11:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,62,57,-8.06,11,1,snowy,commercial,high,0,NONE,NONE
2024-01-15T12:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,8,10,25.0,12,1,windy,commercial,medium,1,OVER_CONSUMPTION,LOW
2024-01-15T13:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,30,29,-3.33,13,1,sunny,commercial,high,0,NONE,NONE
2024-01-15T14:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,24,23,-4.17,14,1,stormy,commercial,high,0,NONE,NONE
2024-01-15T15:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,18,17,-5.56,15,1,rainy,commercial,high,0,NONE,NONE
2024-01-15T16:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,33,29,-12.12,16,1,windy,residential,high,0,NONE,NONE
2024-01-15T17:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,4,4,0.0,17,1,windy,residential,medium,0,NONE,NONE
2024-01-15T18:00:00Z,MAT006,Gravier,SITE003,Chantier Est,0,0,0,18,1,windy,industrial,low,0,NONE,NONE
2024-01-15T19:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,0,19,1,stormy,commercial,low,1,WASTE,MEDIUM
2024-01-15T20:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,0,0,20,1,stormy,residential,low,1,OVER_CONSUMPTION,LOW
2024-01-15T21:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,0,0,21,1,windy,commercial,low,0,NONE,NONE
2024-01-15T22:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,0,0,0,22,1,snowy,commercial,low,0,NONE,NONE
2024-01-15T23:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,23,1,windy,residential,low,0,NONE,NONE
2024-01-16T00:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,0,2,windy,commercial,low,1,THEFT,MEDIUM
2024-01-16T01:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,0,0,0,1,2,snowy,commercial,low,0,NONE,NONE
2024-01-16T02:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,2,2,windy,residential,low,0,NONE,NONE
2024-01-16T03:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,0,0,3,2,rainy,residential,low,0,NONE,NONE
2024-01-16T04:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,4,2,sunny,residential,low,0,NONE,NONE
2024-01-16T05:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,5,2,cloudy,residential,low,0,NONE,NONE
2024-01-16T06:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,6,2,cloudy,commercial,low,0,NONE,NONE
2024-01-16T07:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,18,35,94.44,7,2,snowy,commercial,medium,1,THEFT,MEDIUM
2024-01-16T08:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,30,29,-3.33,8,2,sunny,commercial,high,0,NONE,NONE
2024-01-16T09:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,28,25,-10.71,9,2,sunny,commercial,high,0,NONE,NONE
2024-01-16T10:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,16,16,0.0,10,2,windy,residential,high,0,NONE,NONE
2024-01-16T11:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,15,14,-6.67,11,2,rainy,commercial,high,0,NONE,NONE
2024-01-16T12:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,7,12,71.43,12,2,sunny,residential,medium,1,WASTE,MEDIUM
2024-01-16T13:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,156,143,-8.33,13,2,rainy,residential,high,0,NONE,NONE
2024-01-16T14:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,32,29,-9.38,14,2,rainy,residential,high,0,NONE,NONE
2024-01-16T15:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,49,49,0.0,15,2,cloudy,residential,high,0,NONE,NONE
2024-01-16T16:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,16,15,-6.25,16,2,windy,commercial,high,0,NONE,NONE
2024-01-16T17:00:00Z,MAT003,Briques rouges,SITE005,Chantier Centre,36,39,8.33,17,2,sunny,commercial,medium,0,NONE,NONE
2024-01-16T18:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,18,2,sunny,residential,low,0,NONE,NONE
2024-01-16T19:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,19,2,windy,commercial,low,0,NONE,NONE
2024-01-16T20:00:00Z,MAT001,Ciment Portland,SITE002,Chantier Sud,0,0,0,20,2,stormy,commercial,low,1,WASTE,LOW
2024-01-16T21:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,0,0,21,2,stormy,commercial,low,0,NONE,NONE
2024-01-16T22:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,0,0,0,22,2,cloudy,industrial,low,0,NONE,NONE
